ID	MTF PART ID	DCUM RING START	START FROM IP	DCUM RING END	END FROM IP	S START SECOND LOCATION	S END SECOND LOCATION	TYPE	FUNCTIONAL POSITION NAME	NAME SECOND LOCATION	EXPERT NAME	OPTIC NAME	AT/VAC NAME	AT/ACR NAME	CIVIL WORK	LINE	HALF CELL	SIDE	IP	U START	U END	V START	V END	A	B	C	BEAM	FAMILY	FAMILY SECOND LOCATION	PHASE START	PHASE END	REFERENCE PLANE	CONNECTION SIDE	RADIATION ZONING TAG	VERSION	NOTE
609952		6818.7368	154.016	6819.0368	154.316			VMHSB	VMHSB.6R3.B		VMHSB.13.6R3.B		VMHSB.13.6R3.B		R37	LHC				0.112	0.112	0	0	0	90	180	I	B		1	2	START		RED	STUDY	
609541		6818.7368	154.016	6819.0368	154.316			VMZBB	VMZBB.6R3.R		VMZBB.13.6R3.R		VMZBB.13.6R3.R		R37	LHC				-0.112	-0.112	0	0	0	90	180	E	R		1	2	START		RED	STUDY	
1080060		6822.9718	158.251	6823.2718	158.551			VMJMO	VMJMO.A6R3.B		VMJMO.56.6R3.B		VMJMO.56.6R3.B		R37	LHC				0.112	0.112	0	0	0	0	0	I	B		1	2	START		RED	STUDY	
1080100		6822.9718	158.251	6823.2718	158.551			VMJMO	VMJMO.A6R3.R		VMJMO.56.6R3.R		VMJMO.56.6R3.R		R37	LHC				-0.112	-0.112	0	0	0	0	0	E	R		1	2	START		RED	STUDY	
1080108		6827.2068	162.486	6827.5068	162.786			VMJMO	VMJMO.B6R3.B		VMJMO.98.6R3.B		VMJMO.98.6R3.B		R37	LHC				0.112	0.112	0	0	0	0	0	I	B		1	2	START		RED	STUDY	
1080052		6827.2068	162.486	6827.5068	162.786			VMJMO	VMJMO.B6R3.R		VMJMO.98.6R3.R		VMJMO.98.6R3.R		R37	LHC				-0.112	-0.112	0	0	0	0	0	E	R		1	2	START		RED	STUDY	
609955		6831.4418	166.721	6831.7418	167.021			VMJSB	VMJSB.A6R3.B		VMJSB.140.6R3.B		VMJSB.140.6R3.B		R37	LHC				0.112	0.112	0	0	0	90	-0.0323	I	B		1	2	START		RED	STUDY	
609544		6831.4418	166.721	6831.7418	167.021			VMJSB	VMJSB.A6R3.R		VMJSB.140.6R3.R		VMJSB.140.6R3.R		R37	LHC				-0.112	-0.112	0	0	0	90	0.0323	E	R		1	2	START		RED	STUDY	
758138		6833.6438	168.923	6833.9433	169.2225			VMGAB299	VMGAB.6R3.B		VMGAB.162.6R3.B		VMGAB.162.6R3.B		R37	LHC				0.109678	0.109678	0	0	0	0	-0.0323	I	B		1	2	START		RED	STUDY	
758136		6833.6438	168.923	6833.9433	169.2225			VMGAB299	VMGAB.6R3.R		VMGAB.162.6R3.R		VMGAB.162.6R3.R		R37	LHC				-0.109678	-0.109678	0	0	0	0	0.0323	E	R		1	2	START		RED	STUDY	
1557012		6840.5103	175.7895	6841.0303	176.3095			VMTIA	VMTIA.B6R3.R		VMTIA.232.6R3.R		VMTIA.232.6R3.R		R37	LHC				-0.102436	-0.102436	0	0	0	0	179.939574	E	R		1	2	START		RED	STUDY	
1566796		6842.5103	177.7895	6842.9703	178.2495			VMTQB	VMTQB.6R3.R		VMTQB.252.6R3.R		VMTQB.252.6R3.R		R37	LHC				-0.100327	-0.100327	0	0	0	0	180.0323	E	R		1	2	START		RED	STUDY	
1566802		6842.5703	177.8495	6843.0303	178.3095			VMTQB	VMTQB.6R3.B		VMTQB.252.6R3.B		VMTQB.252.6R3.B		R37	LHC				0.100264	0.100264	0	0	0	0	-0.0323	I	B		1	2	START		RED	STUDY	
1557015		6844.5103	179.7895	6845.0303	180.3095			VMTIA	VMTIA.6R3.B		VMTIA.272.6R3.B		VMTIA.272.6R3.B		R37	LHC				0.098218	0.098218	0	0	0	0	0.060426	I	B		1	2	START		RED	STUDY	
609962		6845.3653	180.6445	6845.6648	180.944			VMJSB299	VMJSB.B6R3.B		VMJSB.280.6R3.B		VMJSB.280.6R3.B		R37	LHC				0.097316	0.097316	0	0	0	90	179.9677	I	B		1	2	START		RED	STUDY	
609550		6845.3653	180.6445	6845.6648	180.944			VMJSB299	VMJSB.B6R3.R		VMJSB.280.6R3.R		VMJSB.280.6R3.R		R37	LHC				-0.097316	-0.097316	0	0	0	90	180.0323	E	R		1	2	START		RED	STUDY	
1080064		6849.5998	184.879	6849.8998	185.179			VMJMO	VMJMO.C6R3.B		VMJMO.322.6R3.B		VMJMO.322.6R3.B		R37	LHC				0.097	0.097	0	0	0	0	180	I	B		1	2	START		RED	STUDY	
1080104		6849.5998	184.879	6849.8998	185.179			VMJMO	VMJMO.C6R3.R		VMJMO.322.6R3.R		VMJMO.322.6R3.R		R37	LHC				-0.097	-0.097	0	0	0	0	180	E	R		1	2	START		RED	STUDY	
1080112		6853.8348	189.114	6854.1348	189.414			VMJMO	VMJMO.D6R3.B		VMJMO.364.6R3.B		VMJMO.364.6R3.B		R37	LHC				0.097	0.097	0	0	0	0	180	I	B		1	2	START		RED	STUDY	
1080056		6853.8348	189.114	6854.1348	189.414			VMJMO	VMJMO.D6R3.R		VMJMO.364.6R3.R		VMJMO.364.6R3.R		R37	LHC				-0.097	-0.097	0	0	0	0	180	E	R		1	2	START		RED	STUDY	
609965		6858.0698	193.349	6858.2698	193.549			VMZAY	VMZAY.6R3.B		VMZAY.406.6R3.B		VMZAY.406.6R3.B		R37	LHC				0.097	0.097	0	0	0	0	0	I	B		1	2	START		RED	STUDY	
609553		6858.0698	193.349	6858.2698	193.549			VMZAY	VMZAY.6R3.R		VMZAY.406.6R3.R		VMZAY.406.6R3.R		R37	LHC				-0.097	-0.097	0	0	0	0	0	E	R		1	2	START		RED	STUDY	
1079700		6858.5548	193.834	6858.8208	194.1			VMABC266	VMABC.6R3.R		VMABC.411.6R3.R		VMABC.411.6R3.R		R37	LHC				-0.097	-0.097	0	0	0	0	180	E	R		1	2	START		RED	STUDY	
1079702		6858.5548	193.834	6858.8208	194.1			VMAOD266	VMAOD.6R3.B		VMAOD.411.6R3.B		VMAOD.411.6R3.B		R37	LHC				0.097	0.097	0	0	0	0	180	I	B		1	2	START		RED	STUDY	
1079696		6858.9058	194.185	6859.1658	194.445			VMABD260	VMABD.6R3.R		VMABD.415.6R3.R		VMABD.415.6R3.R		R37	LHC				-0.097	-0.097	0	0	0	0	0	E	R		1	2	START		RED	STUDY	
1079698		6858.9058	194.185	6859.1658	194.445			VMAOC260	VMAOC.6R3.B		VMAOC.415.6R3.B		VMAOC.415.6R3.B		R37	LHC				0.097	0.097	0	0	0	0	0	I	B		1	2	START		RED	STUDY	
1053293		6871.2148	206.494	6871.4748	206.754			VMABC260	VMABC.7R3.R		VMABC.2.7R3.R		VMABC.2.7R3.R		R37	LHC				-0.097	-0.097	0	0	0	0	180	E	R		1	2	START		RED	STUDY	
1053317		6871.2148	206.494	6871.4748	206.754			VMAOD260	VMAOD.7R3.B		VMAOD.2.7R3.B		VMAOD.2.7R3.B		R37	LHC				0.097	0.097	0	0	0	0	180	I	B		1	2	START		RED	STUDY	
1053301		6871.5598	206.839	6871.8498	207.129			VMACD290	VMACD.7R3.R		VMACD.5.7R3.R		VMACD.5.7R3.R		R37	LHC				-0.097	-0.097	0	0	0	0	0	E	R		1	2	START		RED	STUDY	
1053309		6871.5598	206.839	6871.8498	207.129			VMANC290	VMANC.7R3.B		VMANC.5.7R3.B		VMANC.5.7R3.B		R37	LHC				0.097	0.097	0	0	0	0	0	I	B		1	2	START		RED	STUDY	
963628		6878.8498	214.129	6879.1498	214.429			VMAAE	VMAAE.A7R3.B		VMAAE.78.7R3.B		VMAAE.78.7R3.B		R37	LHC				0.097	0.097	0	0	0	0	0	I	B		1	2	START		RED	STUDY	
964078		6878.8498	214.129	6879.1498	214.429			VMAAF	VMAAF.A7R3.R		VMAAF.78.7R3.R		VMAAF.78.7R3.R		R37	LHC				-0.097	-0.097	0	0	0	0	0	E	R		1	2	START		RED	STUDY	
963332		6882.0258	217.305	6882.3258	217.605			VMAAE	VMAAE.B7R3.B		VMAAE.110.7R3.B		VMAAE.110.7R3.B		R37	LHC				0.097	0.097	0	0	0	0	0	I	B		1	2	START		RED	STUDY	
963890		6882.0258	217.305	6882.3258	217.605			VMAAF	VMAAF.B7R3.R		VMAAF.110.7R3.R		VMAAF.110.7R3.R		R37	LHC				-0.097	-0.097	0	0	0	0	0	E	R		1	2	START		RED	STUDY	
609969		6889.3258	224.605	6889.6258	224.905			VMAAB	VMAAB.A7R3.B		VMAAB.183.7R3.B		VMAAB.183.7R3.B		R37	LHC				0.097	0.097	0	0	0	0	0	I	B		1	2	START		RED	STUDY	
609557		6889.3258	224.605	6889.6258	224.905			VMAAB	VMAAB.A7R3.R		VMAAB.183.7R3.R		VMAAB.183.7R3.R		R37	LHC				-0.097	-0.097	0	0	0	0	0	E	R		1	2	START		RED	STUDY	
609973		6897.0258	232.305	6897.3258	232.605			VMAAB	VMAAB.B7R3.B		VMAAB.260.7R3.B		VMAAB.260.7R3.B		R37	LHC				0.097	0.097	0	0	0	0	0	I	B		1	2	START		RED	STUDY	
609561		6897.0258	232.305	6897.3258	232.605			VMAAB	VMAAB.B7R3.R		VMAAB.260.7R3.R		VMAAB.260.7R3.R		R37	LHC				-0.097	-0.097	0	0	0	0	0	E	R		1	2	START		RED	STUDY	
963424		6904.3258	239.605	6904.6258	239.905			VMAAE	VMAAE.C7R3.B		VMAAE.333.7R3.B		VMAAE.333.7R3.B		R37	LHC				0.097	0.097	0	0	0	0	0	I	B		1	2	START		RED	STUDY	
1066688		6904.3258	239.605	6904.6258	239.905			VMAAF	VMAAF.C7R3.R		VMAAF.333.7R3.R		VMAAF.333.7R3.R		R37	LHC				-0.097	-0.097	0	0	0	0	0	E	R		1	2	START		RED	STUDY	
614226		6908.8908	244.17	6909.1908	244.47			VMAAB	VMAAB.C7R3.B		VMAAB.378.7R3.B		VMAAB.378.7R3.B		R37	LHC				0.097	0.097	0	0	0	0	0	I	B		1	2	START		RED	STUDY	support DQS - Fixe / Fixe
614235		6908.8908	244.17	6909.1908	244.47			VMAAB	VMAAB.C7R3.R		VMAAB.378.7R3.R		VMAAB.378.7R3.R		R37	LHC				-0.097	-0.097	0	0	0	0	0	E	R		1	2	START		RED	STUDY	support DQS - Fixe / Fixe
875484		6913.9158	249.195	6914.4358	249.715			VMTIA	VMTIA.A7R3.B		VMTIA.430.7R3.B		VMTIA.430.7R3.B		R37	LHC				0.097	0.097	0	0	0	0	0	I	B		1	2	START		RED	STUDY	
964538		6913.9758	249.255	6914.3758	249.655			VMIAL	VMIAL.A7R3.R		VMIAL.430.7R3.R		VMIAL.430.7R3.R		R37	LHC				-0.097	-0.097	0	0	0	0	180	E	R		1	2	START		RED	STUDY	
875486		6915.9158	251.195	6916.4358	251.715			VMTIA	VMTIA.B7R3.B		VMTIA.450.7R3.B		VMTIA.450.7R3.B		R37	LHC				0.097	0.097	0	0	0	0	0	I	B		1	2	START		RED	STUDY	
964540		6915.9758	251.255	6916.3758	251.655			VMIAL	VMIAL.B7R3.R		VMIAL.450.7R3.R		VMIAL.450.7R3.R		R37	LHC				-0.097	-0.097	0	0	0	0	180	E	R		1	2	START		RED	STUDY	
758147		6917.6998	252.979	6917.9998	253.279			VMAAB	VMAAB.D7R3.B		VMAAB.467.7R3.B		VMAAB.467.7R3.B		R37	LHC				0.097	0.097	0	0	0	0	0	I	B		1	2	START		RED	STUDY	
758145		6917.6998	252.979	6917.9998	253.279			VMAAB	VMAAB.D7R3.R		VMAAB.467.7R3.R		VMAAB.467.7R3.R		R37	LHC				-0.097	-0.097	0	0	0	0	0	E	R		1	2	START		RED	STUDY	
1053621		6922.5498	257.829	6922.8498	258.129			VMACC300	VMACC.7R3.R		VMACC.515.7R3.R		VMACC.515.7R3.R		R37	LHC				-0.097	-0.097	0	0	0	0	180	E	R		1	2	START		RED	STUDY	
1053669		6922.5498	257.829	6922.8498	258.129			VMACD	VMACD.7R3.B		VMACD.515.7R3.B		VMACD.515.7R3.B		R37	LHC				0.097	0.097	0	0	0	0	180	I	B		1	2	START		RED	STUDY	
1669614		6923.0848	258.364	6923.1848	258.464			VMDBA	VMDBA.A7R3.B		VMDBA.519.7R3.B		VMDBA.519.7R3.B		R37	LHC				0.097	0.097	0	0	0	0	0	I	B		1	2	START		RED	STUDY	
1669598		6923.0848	258.364	6923.1848	258.464			VMDBA	VMDBA.A7R3.R		VMDBA.519.7R3.R		VMDBA.519.7R3.R		R37	LHC				-0.097	-0.097	0	0	0	0	0	E	R		1	2	START		RED	STUDY	
13932707		6923.0948	258.374	6923.2648	258.544			VMZAP	VMZAP.A7R3.R		VMZAP.520.7R3.R		VMZAP.520.7R3.R		R37	LHC				-0.097	-0.097	0	0	0	0	180	E	R		1	2	START			STUDY	
13953270		6923.0948	258.374	6923.2648	258.544			VMZAQ	VMZAQ.A7R3.B		VMZAQ.520.7R3.B		VMZAQ.520.7R3.B		R37	LHC				-0.097	-0.097	0	0	0	0	180	I	B		1	2	START			STUDY	
1669584		9736.3312	-260.75	9736.4312	-260.65			VMDBA	VMDBA.A7L4.B		VMDBA.879.7L4.B		VMDBA.879.7L4.B		RA43	LHC				0.097	0.097	0	0	0	0	180	I	B		1	2	START		RED	STUDY	
1669570		9736.3312	-260.75	9736.4312	-260.65			VMDBA	VMDBA.A7L4.R		VMDBA.879.7L4.R		VMDBA.879.7L4.R		RA43	LHC				-0.097	-0.097	0	0	0	0	180	E	R		1	2	START		RED	STUDY	
13047885		9736.4212	-260.66	9736.5912	-260.49			VMZAP	VMZAP.A7L4.B		VMZAP.878.7L4.B		VMZAP.878.7L4.B		RA43	LHC				0.097	0.097	0	0	0	0	0	I	B		1	2	START			STUDY	
1053637		9736.6662	-260.415	9736.9662	-260.115			VMACC300	VMACC.7L4.B		VMACC.875.7L4.B		VMACC.875.7L4.B		RA43	LHC				0.097	0.097	0	0	0	0	0	I	B		1	2	START		RED	STUDY	
1053653		9736.6662	-260.415	9736.9662	-260.115			VMACD	VMACD.7L4.R		VMACD.875.7L4.R		VMACD.875.7L4.R		RA43	LHC				-0.097	-0.097	0	0	0	0	0	E	R		1	2	START		RED	STUDY	
637501		9743.6662	-253.415	9743.9662	-253.115			VMAAB	VMAAB.G7L4.B		VMAAB.805.7L4.B		VMAAB.805.7L4.B		RA43	LHC				0.097	0.097	0	0	0	0	180	I	B		1	2	START		RED	STUDY	
637456		9743.6662	-253.415	9743.9662	-253.115			VMAAB	VMAAB.G7L4.R		VMAAB.805.7L4.R		VMAAB.805.7L4.R		RA43	LHC				-0.097	-0.097	0	0	0	0	180	E	R		1	2	START		RED	STUDY	
637499		9750.9662	-246.115	9751.2662	-245.815			VMAAB	VMAAB.F7L4.B		VMAAB.732.7L4.B		VMAAB.732.7L4.B		RA43	LHC				0.097	0.097	0	0	0	0	180	I	B		1	2	START		RED	STUDY	
637454		9750.9662	-246.115	9751.2662	-245.815			VMAAB	VMAAB.F7L4.R		VMAAB.732.7L4.R		VMAAB.732.7L4.R		RA43	LHC				-0.097	-0.097	0	0	0	0	180	E	R		1	2	START		RED	STUDY	
637497		9758.2662	-238.815	9758.5662	-238.515			VMAAB	VMAAB.E7L4.B		VMAAB.659.7L4.B		VMAAB.659.7L4.B		RA43	LHC				0.097	0.097	0	0	0	0	180	I	B		1	2	START		RED	STUDY	
873942		9758.2662	-238.815	9758.5662	-238.515			VMAAE	VMAAE.C7L4.R		VMAAE.440.7L4.R		VMAAE.440.7L4.R		RA43	LHC				-0.097	-0.097	0	0	0	0	180	E	R		1	2	START		RED	STUDY	
963898		9765.5662	-231.515	9765.8662	-231.215			VMAAF	VMAAF.D7L4.B		VMAAF.586.7L4.B		VMAAF.586.7L4.B		RA43	LHC				0.097	0.097	0	0	0	0	180	I	B		1	2	START		RED	STUDY	
963320		9765.5662	-231.515	9765.8662	-231.215			VMANC	VMANC.B7L4.R		VMANC.586.7L4.R		VMANC.586.7L4.R		RA43	LHC				-0.097	-0.097	0	0	0	0	180	E	R		1	2	START		RED	STUDY	
12984293		9765.9512	-231.13	9766.2112	-230.87			VMAND260	VMAND.A7L4.R		VMAND.582.7L4.R		VMAND.582.7L4.R		RA43	LHC				-0.097	-0.097	0	0	0	0	180	E	R		1	2	START		RED	STUDY	
12984760		9770.4542	-226.627	9770.7542	-226.327			VMAAF	VMAAF.A7L4.R		VMAAF.537.7L4.R		VMAAF.537.7L4.R		RA43	LHC				-0.097	-0.097	0	0	0	0	0	E	R		1	2	START		RED	STUDY	
637493		9772.8662	-224.215	9773.1662	-223.915			VMAAB	VMAAB.D7L4.B		VMAAB.513.7L4.B		VMAAB.513.7L4.B		RA43	LHC				0.097	0.097	0	0	0	0	180	I	B		1	2	START		RED	STUDY	
12984764		9772.8662	-224.215	9773.1662	-223.915			VMAAF	VMAAF.C7L4.R		VMAAF.513.7L4.R		VMAAF.513.7L4.R		RA43	LHC				-0.097	-0.097	0	0	0	0	0	E	R		1	2	START		RED	STUDY	
12984244		9776.9722	-220.109	9777.1722	-219.909			VMAAA	VMAAA.C7L4.R		VMAAA.472.7L4.R		VMAAA.472.7L4.R		RA43	LHC				-0.097	-0.097	0	0	0	0	0	E	R		1	2	START		RED	STUDY	BGV area
12984762		9778.3962	-218.685	9778.6962	-218.385			VMAAF	VMAAF.B7L4.R		VMAAF.457.7L4.R		VMAAF.457.7L4.R		RA43	LHC				-0.097	-0.097	0	0	0	0	0	E	R		1	2	START		RED	STUDY	
874620		9780.1662	-216.915	9780.4662	-216.615			VMAAF	VMAAF.C7L4.B		VMAAF.440.7L4.B		VMAAF.440.7L4.B		RA43	LHC				0.097	0.097	0	0	0	0	180	I	B		1	2	START		RED	STUDY	
12984766		9780.1662	-216.915	9780.4662	-216.615			VMAAF	VMAAF.D7L4.R		VMAAF.440.7L4.R		VMAAF.440.7L4.R		RA43	LHC				-0.097	-0.097	0	0	0	0	0	E	R		1	2	START		RED	STUDY	
637489		9787.4662	-209.615	9787.7662	-209.315			VMAAB	VMAAB.C7L4.B		VMAAB.367.7L4.B		VMAAB.367.7L4.B		RA43	LHC				0.097	0.097	0	0	0	0	180	I	B		1	2	START		RED	STUDY	
637444		9787.4662	-209.615	9787.7662	-209.315			VMAAB	VMAAB.C7L4.R		VMAAB.367.7L4.R		VMAAB.367.7L4.R		RA43	LHC				-0.097	-0.097	0	0	0	0	180	E	R		1	2	START		RED	STUDY	
963318		9794.4212	-202.66	9794.7012	-202.38			VMANC280	VMANC.A7L4.R		VMANC.294.7L4.R		VMANC.294.7L4.R		RA43	LHC				-0.097	-0.097	0	0	0	0	180	E	R		1	2	START		RED	STUDY	
963896		9794.7662	-202.315	9795.0662	-202.015			VMAAF	VMAAF.B7L4.B		VMAAF.294.7L4.B		VMAAF.294.7L4.B		RA43	LHC				0.097	0.097	0	0	0	0	180	I	B		1	2	START		RED	STUDY	
12984565		9794.7862	-202.295	9795.0662	-202.015			VMAND280	VMAND.B7L4.R		VMAND.294.7L4.R		VMAND.294.7L4.R		RA43	LHC				-0.097	-0.097	0	0	0	0	180	E	R		1	2	START			STUDY	
637485		9802.0662	-195.015	9802.3662	-194.715			VMAAB	VMAAB.B7L4.B		VMAAB.221.7L4.B		VMAAB.221.7L4.B		RA43	LHC				0.097	0.097	0	0	0	0	180	I	B		1	2	START		RED	STUDY	
637440		9802.0662	-195.015	9802.3662	-194.715			VMAAB	VMAAB.B7L4.R		VMAAB.221.7L4.R		VMAAB.221.7L4.R		RA43	LHC				-0.097	-0.097	0	0	0	0	180	E	R		1	2	START		RED	STUDY	
785453		9809.3662	-187.715	9809.6662	-187.415			VMAAE	VMAAE.A7L4.R		VMAAE.148.7L4.R		VMAAE.148.7L4.R		RA43	LHC				-0.097	-0.097	0	0	0	0	180	E	R		1	2	START		RED	STUDY	
964680		9809.3662	-187.715	9809.6662	-187.415			VMAAF	VMAAF.A7L4.B		VMAAF.148.7L4.B		VMAAF.148.7L4.B		RA43	LHC				0.097	0.097	0	0	0	0	180	I	B		1	2	START		RED	STUDY	
637481		9816.6662	-180.415	9816.9662	-180.115			VMAAB	VMAAB.A7L4.B		VMAAB.75.7L4.B		VMAAB.75.7L4.B		RA43	LHC				0.097	0.097	0	0	0	0	180	I	B		1	2	START		RED	STUDY	
637436		9816.6662	-180.415	9816.9662	-180.115			VMAAB	VMAAB.A7L4.R		VMAAB.75.7L4.R		VMAAB.75.7L4.R		RA43	LHC				-0.097	-0.097	0	0	0	0	180	E	R		1	2	START		RED	STUDY	
637402		9821.8292	-175.252	9822.0292	-175.052			VMAAA	VMAAA.B7L4.R		VMAAA.24.7L4.R		VMAAA.24.7L4.R		RA43	LHC				-0.097	-0.097	0	0	0	0	0	E	R		1	2	START		RED	STUDY	
637384		9822.6292	-174.452	9822.8292	-174.252			VMAAA	VMAAA.A7L4.R		VMAAA.16.7L4.R		VMAAA.16.7L4.R		RA43	LHC				-0.097	-0.097	0	0	0	0	0	E	R		1	2	START		RED	STUDY	
1053365		9823.6292	-173.452	9823.9192	-173.162			VMACC	VMACC.7L4.R		VMACC.5.7L4.R		VMACC.5.7L4.R		RA43	LHC				-0.097	-0.097	0	0	0	0	180	E	R		1	2	START		RED	STUDY	
1053381		9823.6292	-173.452	9823.9192	-173.162			VMAND290	VMAND.7L4.B		VMAND.5.7L4.B		VMAND.5.7L4.B		RA43	LHC				0.097	0.097	0	0	0	0	180	I	B		1	2	START		RED	STUDY	
1053349		9824.0042	-173.077	9824.2642	-172.817			VMABD260	VMABD.7L4.R		VMABD.2.7L4.R		VMABD.2.7L4.R		RA43	LHC				-0.097	-0.097	0	0	0	0	0	E	R		1	2	START		RED	STUDY	
1053397		9824.0042	-173.077	9824.2642	-172.817			VMAOC260	VMAOC.7L4.B		VMAOC.2.7L4.B		VMAOC.2.7L4.B		RA43	LHC				0.097	0.097	0	0	0	0	0	I	B		1	2	START		RED	STUDY	
1053221		9831.2582	-165.823	9831.5182	-165.563			VMABC260	VMABC.6L4.R		VMABC.299.6L4.R		VMABC.299.6L4.R		RA43	LHC				-0.097	-0.097	0	0	0	0	180	E	R		1	2	START		RED	STUDY	
1053257		9831.2582	-165.823	9831.5182	-165.563			VMAOD260	VMAOD.6L4.B		VMAOD.299.6L4.B		VMAOD.299.6L4.B		RA43	LHC				0.097	0.097	0	0	0	0	180	I	B		1	2	START		RED	STUDY	
1053233		9831.6032	-165.478	9831.8932	-165.188			VMACD290	VMACD.6L4.R		VMACD.295.6L4.R		VMACD.295.6L4.R		RA43	LHC				-0.097	-0.097	0	0	0	0	0	E	R		1	2	START		RED	STUDY	
1053245		9831.6032	-165.478	9831.8932	-165.188			VMANC290	VMANC.6L4.B		VMANC.295.6L4.B		VMANC.295.6L4.B		RA43	LHC				0.097	0.097	0	0	0	0	0	I	B		1	2	START		RED	STUDY	
637414		9833.2932	-163.788	9833.4932	-163.588			VMAAA	VMAAA.F6L4.B		VMAAA.279.6L4.B		VMAAA.279.6L4.B		RA43	LHC				0.097	0.097	0	0	0	0	0	I	B		1	2	START		RED	STUDY	
963312		9838.8932	-158.188	9839.1932	-157.888			VMAAE	VMAAE.B6L4.R		VMAAE.222.6L4.R		VMAAE.222.6L4.R		RA43	LHC				-0.097	-0.097	0	0	0	0	180	E	R		1	2	START		RED	STUDY	
963894		9838.8932	-158.188	9839.1932	-157.888			VMAAF	VMAAF.B6L4.B		VMAAF.222.6L4.B		VMAAF.222.6L4.B		RA43	LHC				0.097	0.097	0	0	0	0	180	I	B		1	2	START		RED	STUDY	
1006890		9842.8612	-154.22	9843.1612	-153.92			VMAAB	VMAAB.6L4.R		VMAAB.183.6L4.R		VMAAB.183.6L4.R		RA43	LHC				-0.097	-0.097	0	0	0	0	0	E	R		1	2	START		RED	STUDY	
873938		9844.7442	-152.337	9845.0442	-152.037			VMAAE	VMAAE.A6L4.R		VMAAE.164.6L4.R		VMAAE.164.6L4.R		RA43	LHC				-0.097	-0.097	0	0	0	0	180	E	R		1	2	START		RED	STUDY	
1006889		9845.0612	-152.02	9845.3612	-151.72			VMAAB	VMAAB.6L4.B		VMAAB.161.6L4.B		VMAAB.161.6L4.B		RA43	LHC				0.097	0.097	0	0	0	0	0	I	B		1	2	START		RED	STUDY	
874618		9846.9442	-150.137	9847.2442	-149.837			VMAAF	VMAAF.A6L4.B		VMAAF.142.6L4.B		VMAAF.142.6L4.B		RA43	LHC				0.097	0.097	0	0	0	0	180	I	B		1	2	START		RED	STUDY	
637410		9847.7612	-149.32	9847.9612	-149.12			VMAAA	VMAAA.E6L4.B		VMAAA.134.6L4.B		VMAAA.134.6L4.B		RA43	LHC				0.097	0.097	0	0	0	0	0	I	B		1	2	START		RED	STUDY	
637409		9848.4612	-148.62	9848.6612	-148.42			VMAAA	VMAAA.D6L4.B		VMAAA.127.6L4.B		VMAAA.127.6L4.B		RA43	LHC				0.097	0.097	0	0	0	0	0	I	B		1	2	START		RED	STUDY	
637396		9848.4612	-148.62	9848.6612	-148.42			VMAAA	VMAAA.D6L4.R		VMAAA.127.6L4.R		VMAAA.127.6L4.R		RA43	LHC				-0.097	-0.097	0	0	0	0	0	E	R		1	2	START		RED	STUDY	
637395		9849.1612	-147.92	9849.3612	-147.72			VMAAA	VMAAA.C6L4.R		VMAAA.120.6L4.R		VMAAA.120.6L4.R		RA43	LHC				-0.097	-0.097	0	0	0	0	0	E	R		1	2	START		RED	STUDY	
758096		9852.6932	-144.388	9852.8929	-144.1883			VMAAA199	VMAAA.C6L4.B		VMAAA.85.6L4.B		VMAAA.85.6L4.B		RA43	LHC				0.097	0.097	0	0	0	0	0	I	B		1	2	START		RED	STUDY	VPI sur APW
758095		9853.4929	-143.5883	9853.6929	-143.3883			VMAAA	VMAAA.B6L4.B		VMAAA.77.6L4.B		VMAAA.77.6L4.B		RA43	LHC				0.097	0.097	0	0	0	0	0	I	B		1	2	START		RED	STUDY	
758094		9853.4932	-143.588	9853.6929	-143.3883			VMAAA199	VMAAA.B6L4.R		VMAAA.77.6L4.R		VMAAA.77.6L4.R		RA43	LHC				-0.097	-0.097	0	0	0	0	0	E	R		1	2	START		RED	STUDY	poser VPIA sur APW
758093		9854.2929	-142.7883	9854.4932	-142.588			VMAAA201	VMAAA.A6L4.R		VMAAA.69.6L4.R		VMAAA.69.6L4.R		RA43	LHC				-0.097	-0.097	0	0	0	0	0	E	R		1	2	START		RED	STUDY	
637406		9859.0289	-138.0523	9859.2292	-137.852			VMAAA201	VMAAA.A6L4.B		VMAAA.22.6L4.B		VMAAA.22.6L4.B		RA43	LHC				0.097	0.097	0	0	0	0	0	I	B		1	2	START		RED	STUDY	
1053367		9860.6292	-136.452	9860.9192	-136.162			VMACC	VMACC.6L4.R		VMACC.5.6L4.R		VMACC.5.6L4.R		RA43	LHC				-0.097	-0.097	0	0	0	0	180	E	R		1	2	START		RED	STUDY	
1053383		9860.6292	-136.452	9860.9192	-136.162			VMAND290	VMAND.6L4.B		VMAND.5.6L4.B		VMAND.5.6L4.B		RA43	LHC				0.097	0.097	0	0	0	0	180	I	B		1	2	START		RED	STUDY	
1053351		9861.0042	-136.077	9861.2642	-135.817			VMABD260	VMABD.6L4.R		VMABD.2.6L4.R		VMABD.2.6L4.R		RA43	LHC				-0.097	-0.097	0	0	0	0	0	E	R		1	2	START		RED	STUDY	
1053399		9861.0042	-136.077	9861.2642	-135.817			VMAOC260	VMAOC.6L4.B		VMAOC.2.6L4.B		VMAOC.2.6L4.B		RA43	LHC				0.097	0.097	0	0	0	0	0	I	B		1	2	START		RED	STUDY	
1053541		9879.3872	-117.694	9879.6472	-117.434			VMAWC260	VMAWC.B5L4.R		VMAWC.1176.5L4.R		VMAWC.1176.5L4.R		RA43	LHC				-0.1	-0.1	0	0	0	0	180	E	R		1	2	START		RED	STUDY	
